Size,Amount(in rupees),location,Floor,Transaction,Furnishing,Bathroom,Balcony
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
1,16.5,50,3,2,3,1,1
3,85,50,2,1,2,2,1
1,18,50,1,2,1,1,1
2,23,50,1,1,1,2,1
3,178,50,6,2,2,2,3
3,158,50,5,2,2,2,2
2,169,50,3,2,2,2,2
4,268,50,8,2,2,3,4
3,175,50,7,2,3,3,2
3,189,50,4,2,1,3,3
3,60,50,3,2,2,2,2
2,30,50,2,2,2,1,1
3,250,50,2,2,3,3,1
3,156,50,3,2,2,2,3
3,210,50,4,2,2,2,4
3,235,50,6,2,2,4,3
3,192,50,7,2,2,3,4
3,135,50,1,1,3,3,2
3,220.00000000000003,50,6,2,2,3,3
2,160,50,1,2,3,2,2
2,22,50,1,2,3,1,1
4,268,50,8,2,3,3,4
4,434.99999999999994,50,2,1,2,4,2
2,75,50,1,2,2,2,2
2,51,50,0,2,3,2,0
3,235,50,1,1,2,3,2
1,50,50,1,2,3,1,0
